Species	Domain	Min opt	Max opt	Min sup	Max sup	Classif	NaCl?	Unit	Reference	Year	Genus	Family	Order	Class	Phylum	Kingdom
Halorubrum aethiopicum	A	20	25	15	30	Extreme	s	p	Gibtan et al 2018	2018	Halorubrum	Haloferacaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Halorubrum distributum	A	20	25	12	30	Extreme	s	p	Infante-Dominguez et al 2020 / Quadri et al. 2016 / Ventosa et al. 2004 /  Xu et al 2007 / Cui et al. 2007	2004	Halorubrum	Haloferacaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Halorubrum halodurans	A	25	25	20	30	Extreme	s	p	Corral et al. 2016	2016	Halorubrum	Haloferacaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Halorubrum salinarum	A	20	25	10	30	Extreme	s	p	Han et al 2022	2022	Halorubrum	Haloferacaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Halostagnicola alkaliphila	A	25	25	20	30	No Class	s	p	Nagaoka et al 2011	2011	Halostagnicola	Natrialbaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Halostagnicola bangensis	A	25	25	20	30	Extreme	s	p	Corral et al 2015	2015	Halostagnicola	Natrialbaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Halovenus salina	A	25	25	15	30	Extreme	s	p	Infante-Domínguez et al 2015	2015	Halovenus	Halobacteriaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Natrinema salsiterrestre	A	20	25	12	30	Extreme	Total salts	p	Straková et al 2023	2023	Natrinema	Natrialbaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Natronococcus jeotgali	A	23	25	7,5	30	No Class	s	p	Roh et al 2007	2007	Natronococcus	Natrialbaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Natrialba swarupiae	A	25	25	20	35	No Class	s	p	Kajale et al 2020	2020	Natrialba	Natrialbaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Marinitoga aeolica	B	25	25	10	50	Slight	s	g	Postec et al 2023	2023	Marinitoga	Petrotogaceae	Petrotogales	Thermotogae	Thermotogota	Thermotogati
Lentibacillus halophilus	B	20	26	12	30	Extreme	s	p	Tanasupawat et al. 2006	2006	Lentibacillus	Bacillaceae	Caryophanales	Bacilli	Bacillota	Bacillati
Halococcus agarilyticus	A	27	27	24	30	Extreme	s	p	Minegishi et al 2015	2015	Halococcus	Halococcaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Halorhabdus tiamatea	A	27	27	10	30	Extreme	s	p	Antunes et al 2008	2008	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Halorhabdus utahensis	A	27	27	9	30	Extreme	s	p	Waino et al 2000	2000	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Natrarchaeobaculum aegyptiacum	A	19	27	15	38	Extreme	s	p	Zhao et al 2018 / Sorokin et al 2020	2018	Natrarchaeobaculum	Natrialbaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Actinopolyspora mzabensis	B	10	28	7	32	No Class	s	p	Meklat et al. 2013	2013	Actinopolyspora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati
Halococcus thailandensis	A	20	30	15	30	Extreme	s	p	Namwong et al 2007	2007	Halococcus	Halococcaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Natronococcus roseus	A	25	30	15	30	No Class	s	p	Corral et al 2013	2013	Natronococcus	Natrialbaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Salinibacter ruber	B	20	30	15	38	Extreme	Total salts	p	Antón et al. 2002	2002	Salinibacter	Salinibacteraceae	Rhodothermales	Rhodothermia	Rhodothermota	Pseudomonadati
Crassaminicella profunda	B	30	30	5	60	Slight	s	g	Lakhal et al 2015	2015	Crassaminicella	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati
Pseudodesulfovibrio senegalensis	B	30	30	5	65	Moderate	s	g	Thioye et al 2017 / Galushko and Kuever 2021	2017	Pseudodesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Pseudomonadota	Pseudomonadati
Thermovirga lienii	B	20	30	5	80	Slight	s	g	Dahle and Bikeland 2006	2006	Thermovirga	Synergistaceae	Synergistales	Synergistia	Synergistota	Thermotogati
Alkalilimnicola ehrlichii	B	30	30	15	190	No Class	s	g	Hoeft et al 2007	2007	Alkalilimnicola	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Petrotoga mexicana	B	30	30	10	200	Slight	s	g	Miranda-Tello et al 2004	2004	Petrotoga	Petrotogaceae	Petrotogales	Thermotogae	Thermotogota	Thermotogati
Leisingera methylohalidivorans	B	20	35	10	60	Moderate	s	g	Schaefer et al 2002	2002	Leisingera	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Pseudodesulfovibrio tunisiensis	B	40	40	0	70	Tolerant	s	g	Gam et al 2009 / Waite et al 2020	2009	Pseudodesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Pseudomonadota	Pseudomonadati
Maridesulfovibrio bastinii	B	40	40	10	120	Moderate	s	g	Mago et al. 2004 / Waite et al 2020	2004	Maridesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Pseudomonadota	Pseudomonadati
Alkaliphilus namsaraevii	B	40	40	5	150	No Class	s	g	Zakharyuk et al 2017	2017	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati
Sporosalibacterium faouarense	B	40	40	0,5	150	Moderate	s	g	Rezgui et al 2011	2011	Sporosalibacterium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati
Clostridiisalibacter paucivorans	B	50	50	10	100	Moderate	s	g	Liebgott et al 2008	2008	Clostridiisalibacter	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati
Petrotoga halophila	B	40	60	5	90	Moderate	s	g	Miranda-Tello et al. 2007	2007	Petrotoga	Petrotogaceae	Petrotogales	Thermotogae	Thermotogota	Thermotogati
Glycocaulis abyssi	B	20	60		100	Moderate	s	g	Abraham et al 2013	2013	Glycocaulis	Maricaulaceae	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Paucidesulfovibrio gracilis	B	50	60	20	120	Moderate	s	g	Mago et al. 2004 / Waite et al 2020	2004	Paucidesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Pseudomonadota	Pseudomonadati
Desulfosalsimonas propionicica	B	60	60	10	200	Moderate	s	g	Kjeldsen et al 2010	2010	Desulfosalsimonas	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Pseudomonadota	Pseudomonadati
Ectothiorhodospira variabilis	B	50	80	20	200	Moderate	s	g	Gorlenko et al 2009	2009	Ectothiorhodospira	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Desulfovermiculus utahensis	B	80	100	20	240	Moderate	s	g	Jakobsen et al. 2006 / Galushko and Kuever 2021	2006	Desulfovermiculus	Desulfohalobiaceae	Desulfovibrionales	Deltaproteobacteria	Pseudomonadota	Pseudomonadati
Halobellus inordinatus	A	180	180	100	280	No Class	s	g	Qiu et al 2013	2013	Halobellus	Haloferacaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Halanaerobium lacusrosei	B	180	200	60	340	Extreme	s	g	Cayol et al. 1995	1995	Halanaerobium	Halanaerobiaceae	Halanaerobiales	Clostridia	Bacillota	Bacillati
Haloferax volcanii	A	250	250	100	320	Extreme	s	g	Asker e Ohta 2002 / Torreblanca et al 1986	2002	Haloferax	Haloferacaceae	Halobacteriales	Halobacteria	Methanobacteriota	Methanobacteriati
Halomonas halophila	B	5	5	2,5	20	Moderate	s	m	Valderrama et al. 1991 / Dobson and Franzmann 1996	1991	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Desmonostoc salinum	B			0	0,25	Tolerant	s	m	Alvarenga et al 2018	2018	Desmonostoc	Nostocaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati
Methanosarcina siciliae	A			0,1	1,1	Slight	Na+	m	Ni and Boone 1997	1991	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanosarcinia	Methanobacteriota	Methanobacteriati
Methylotuvimicrobium kenyense	B			0	1,1	No Class	Na+	m	Kalyuzhnaya et al 2008 / Orata et al 2019	2008	Methylotuvimicrobium	Incertae sedis	Methylococcales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Methanolobus taylorii	A			0,2	1,2	Slight	s	m	Oremland et al. 1994	1994	Methanolobus	Methanosarcinaceae	Methanosarcinales	Methanosarcinia	Methanobacteriota	Methanobacteriati
Saliniramus fredricksonii	B			0,1	1,4	No Class	s	m	Cole et al 2018	2018	Saliniramus	Salinarimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Methylotuvimicrobium alcaliphilum	B			0	1,5	Tolerant	s	m	Kalyuzhnaya et al 2008 / Orata et al 2019	2008	Methylotuvimicrobium	Incertae sedis	Methylococcales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Alkalihalobacterium bogoriense	B				2	Tolerant	s	m	Vargas et al 2005 / Joshi et al 2022	2005	Alkalihalobacterium	Bacillaceae	Caryophanales	Bacilli	Bacillota	Bacillati
Nonlabens tegetincola	B			2	4	Tolerant	s	p	Lau et al 2005	2005	Nonlabens	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati
Thalassomonas viridans	B			2	4	No Class	s	p	Macián et al. 2001	2001	Thalassomonas	Colwelliaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Thioalkalivibrio thiocyanoxidans	B			0,3	4,3	Tolerant	Na+	m	Sorokin et al 2002	2002	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Halovibrio variabilis	B			1,2	4,9	Extreme	s	m	Fendrich 1989 / Sorokin et al. 2006	1989	Halovibrio	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Actibacterium mucosum	B			1,7	5	Slight	Salts	p	Lucena et al 2012	2012	Actibacterium	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Flavobacterium gelidilacus	B			0	5	Tolerant	s	p	Trappen et al 2003	2003	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati
Gillisia limnaea	B			0	5	Tolerant	s	p	Trappen et al 2004	2004	Gillisia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati
Loktanella fryxellensis	B			0	5	Tolerant	s	p	Trappen et al 2004	2004	Loktanella	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Psychromonas marina	B			3	5	No Class	s	p	Kawasaki et al. 2002	2002	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Rubrobacter taiwanensis	B			0	5	Tolerant	s	p	Chen et al 2004	2004	Rubrobacter	Rubrobacteraceae	Rubrobacterales	Rubrobacteria	Actinomycetota	Bacillati
Sagittula salina	B			1	5	Slight	s	p	Satari et al 2022	2022	Sagittula	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Arthrobacter roseus	B			0	5,8	Tolerant	s	p	Reddy et al 2002	2002	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacillati
Marinomonas primoryensis	B			1	6	No Class	s	m	Romanenko et al. 2003	2003	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Microbulbifer rhizosphaerae	B			1	6	No Class	s	p	Camacho et al 2016	2016	Microbulbifer	Microbulbiferaceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Neptuniibacter caesariensis	B			1,7	6	Slight	Marine Salts	p	Arahal et al 2007	2007	Neptuniibacter	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Ponticaulis koreensis	B			0	6	No Class	s	p	Kang and Lee 2009	2009	Ponticaulis	Hyphomonadaceae	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Pseudoalteromonas aliena	B			0,5	6	Slight	s	p	Ivanova et al. 2004	2004	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Vibrio agarivorans	B				6	No Class	s	p	Mácian et al. 2001	2001	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Vibrio renipiscarius	B			2	6	Slight	s	p	Tarazona et al 2015	2015	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Jannaschia cystaugens	B			0,85	7	Slight	Marine Salts	p	Macían et al .2005 / Adachi et al 2004	2005	Jannaschia	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Marinomonas blandensis	B			2,5	7	Moderate	Marine Salts	p	Arahal et al 2016	2016	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Marinomonas communis	B			1	7	Slight	s	p	Chang et al 2008 / Baumann et al 1972	2008	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Photobacterium aphoticum	B			0,85	7	Slight	Total salts	p	Lucena et al 2011	2011	Photobacterium	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Rummeliibacillus stabekisii	B			0	7	Tolerant	s	p	Vaishampayan et al 2009	2009	Rummeliibacillus	Caryophanaceae	Caryophanales	Bacilli	Bacillota	Bacillati
Owenweeksia hongkongensis	B			1	7,5	Moderate	s	p	Lau et al 2005	2005	Owenweeksia	Schleiferiaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati
Alishewanella fetalis	B				8	Tolerant	s	p	Vogel et al 2000	2000	Alishewanella	Chromatiaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Litoreibacter arenae	B			0,85	8	Slight	s	p	Kim et al 2009 / Kim et al 2012	2009	Litoreibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Marinobacter psychrophilus	B			2	8	No Class	s	p	Zhang et al 2008	2008	Marinobacter	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Nereida ignava	B			1,36	8	Slight	Marine Salts	p	Pujalte et al 2005	2005	Nereida	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Oceanisphaera donghaensis	B			0,5	8	Moderate	s	p	Park et al. 2006	2006	Oceanisphaera	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Paraglaciecola agarilytica	B			2	8	Slight	s	p	Yong et al 2007 / Shivaji and Reddy 2014	2007	Paraglaciecola	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Psychrobacter aquaticus	B			0	8	Tolerant	s	p	Shivaji et al 2005	2005	Psychrobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Psychrobacter luti	B			0	8	Moderate	s	p	Bozal et al 2003	2003	Psychrobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Psychrobacter vallis	B			0	8	Tolerant	s	p	Shivaji et al 2005	2005	Psychrobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Rheinheimera pacifica	B			0	8	Tolerant	s	p	Romanenko et al 2003	2003	Rheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Thalassobius mediterraneus	B			1,4	8	Slight	Marine salts	p	Arahal et al. 2005	2005	Thalassobius	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Cytobacillus eiseniae	B			0	9	Tolerant	s	p	Hong et al 2012 / Patel and Gupta 2020	2012	Cytobacillus	Cytobacillaceae	Caryophanales	Bacilli	Bacillota	Bacillati
Flavobacterium frigidarium	B			0	9	Tolerant	s	p	Humphry et al 2001	2001	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati
Jannaschia rubra	B			0,34	9	Slight	Sea salt	p	Macían et al .2005	2005	Jannaschia	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Jeotgalibaca dankookensis	B			0,5	9	Tolerant	s	p	Lee et al 2014	2014	Jeotgalibaca	Carnobacteriaceae	Lactobacillales	Bacilli	Bacillota	Bacillati
Phytoactinopolyspora endophytica	B			0	9	Tolerant	s	p	Li et al 2015	2015	Phytoactinopolyspora	Jiangellaceae	Jiangellales	Actinomycetes	Actinomycetota	Bacillati
Rossellomorea oryzaecorticis	B			0	9	Moderate	s	p	Hong et al 2014 / Gupta et al 2020	2014	Rossellomorea	Bacillaceae	Caryophanales	Bacilli	Bacillota	Bacillati
Alteromonas stellipolaris	B			1	10	Slight	s	p	Ivanova et al. 2005 / Trappen et al 2004	2004	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Alteromonas stellipolaris	B			1	10	Moderate	s	p	Van Trappen et al. 2004	2004	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Amycolatopsis cihanbeyliensis	B			0	10	Tolerant	s	p	Tatar et al 2013	2013	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati
Bacillus ginsengi	B			0	10	Tolerant	s	p	Qiu et al 2009	2009	Bacillus	Bacillaceae	Caryophanales	Bacilli	Bacillota	Bacillati
Loktanella salsilacus	B			0	10	Tolerant	s	p	Trappen et al 2004	2004	Loktanella	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Paraglaciecola chathamensis	B			1	10	Moderate	s	p	Matsuyama et al 2006 / Shivaji and Reddy 2014	2006	Paraglaciecola	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Paraglaciecola polaris	B			0	10	Moderate	s	p	Van Trappen et al. 2004 / Shivaji and Reddy 2014	2004	Paraglaciecola	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Psychrobacter fozii	B			1	10	Moderate	s	p	Bozal et al 2003	2003	Psychrobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Psychroflexus salarius	B			1	10	Moderate	s	p	Chun et al 2014	2014	Psychroflexus	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati
Vibrio eleionomae	B			1	10	No Class	s	p	Enciso-Ibarra et al 2023	2023	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Yoonia vestfoldensis	B			0	10	Tolerant	s	p	Trappen et al 2004 / Wirth and Whitman 2018	2004	Yoonia	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Bacillus beijingensis	B			0	12	Tolerant	s	p	Qiu et al 2009	2009	Bacillus	Bacillaceae	Caryophanales	Bacilli	Bacillota	Bacillati
Marinobacterium halophilum	B			3	12	Moderate	s	p	Chang et al. 2007	2007	Marinobacterium	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Neobacillus pocheonensis	B			0	12	Tolerant	s	p	Ten et al 2007 / Gupta et al 2020	2007	Neobacillus	Cytobacillaceae	Caryophanales	Bacilli	Bacillota	Bacillati
Reinekea blandensis	B			0,3	12	Moderate	Marine Salts	p	Pinhassi et al 2007	2007	Reinekea	Saccharospirillaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Thalassospira lucentensis	B			2	12	No Class	s	p	López-López et al 2002	2002	Thalassospira	Thalassospiraceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati
Pseudoalteromonas antarctica	B			9	12,5	Moderate	s	p	Bozal et al 1997	1997	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Pibocella ponti	B			1	13	Moderate	s	p	Nedashkovskaya et al 2005	2005	Pibocella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati
Halalkalibacter krulwichiae	B			0	14	Tolerant	s	p	Yumoto et al 2003 / Joshi et al 2022	2003	Halalkalibacter	Bacillaceae	Caryophanales	Bacilli	Bacillota	Bacillati
Alcanivorax venustensis	B			0	15	No Class	s	p	Fernandéz-Martinéz et al. 2003 / Rai et al 2023	2003	Alcanivorax	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Alteromonas genovensis	B			2	15	Moderate	s	p	Vandecandelaere et al 2008	2008	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Christiangramia echinicola	B			1	15	No Class	s	p	Nedashkovskaya et al 2005 / Deshmukh and Oren 2023	2005	Christiangramia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati
Echinicola vietnamensis	B			0	15	Tolerant	s	p	Nedashkovskaya et al 2007	2007	Echinicola	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidota	Pseudomonadati
Fictibacillus solisalsi	B			0	15	Tolerant	s	p	Liu et al 2009 / Glaeser et al 2013	2009	Fictibacillus	Bacillaceae	Caryophanales	Bacilli	Bacillota	Bacillati
Kocuria marina	B			0	15	Tolerant	s	p	Kim et al 2004	2004	Kocuria	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacillati
Marinobacter excellens	B			1	15	No Class	s	p	Gorshkova et al. 2003	2003	Marinobacter	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Marinobacter guineae	B			1	15	Moderate	s	p	Montes et al 2008	2008	Marinobacter	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Marinomonas spartinae	B			2	15	Slight	s	p	Lucena et al 2016	2016	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Mesonia algae	B			1	15	Moderate	s	p	Nedashkovskaya et al. 2003	2003	Mesonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati
Shouchella patagoniensis	B			5	15	Tolerant	s	p	Olivera et al 2005 / Joshi et al 2022	2005	Shouchella	Bacillaceae	Caryophanales	Bacilli	Bacillota	Bacillati
Terasakiispira papahanaumokuakeensis	B			2	15	No Class	s	p	Zepeda et al 2015	2015	Terasakiispira	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Psychrobacter marincola	B			0,5	15,5	Moderate	s	p	Romanenko et al. 2002	2002	Psychrobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Psychrobacter submarinus	B			0,5	15,5	Moderate	s	p	Romanenko et al. 2002	2002	Psychrobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Marinobacter bryozoorum	B			1	18	No Class	s	p	Romanenko et al. 2005	2005	Marinobacter	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Marinobacter sediminum	B			0,5	18	No Class	s	p	Romanenko et al. 2005	2005	Marinobacter	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
Virgibacillus halophilus	B			0	18	No Class	s	p	An et al 2007	2007	Virgibacillus	Bacillaceae	Caryophanales	Bacilli	Bacillota	Bacillati
Halomonas subglaciescola	B			0,5	20	Tolerant	s	p	Franzmann et al 1987	1987	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati
